,Protein IDs,Genus,KEGG_COG, HM454, HM455, HM466, HM503
14990,MH0298_GL0012052,Bacteroides,K04518,44107000,63122000,10065000,50477000
14991,NOM023_GL0025041,Bacteroides,K10206,19330000,15736000,11398000,45652000
14992,O2.UC20-1_GL0176539,Faecalibacterium,K01869,0,8603100,0,0
14993,MH0399_GL0109089,Faecalibacterium,K01869,46779000,13981000,69388000,0
14994,V1.UC34-0_GL0086966,Ruminococcus,K01869,80271000,46458000,7920800,847400
14995,MH0174_GL0125064,Bacteroides,COG2205,0,0,0,5576000
14996,MH0149_GL0125875,Parabacteroides,K03217,35349000,124190000,0,0
14997,MH0019_GL0020825,Bacteroides,K03561,85765000,432820000,116610000,146040000
14998,MH0089_GL0013476,Bacteroides,K03561,268650000,81362000,207420000,110770000
14999,V1.CD17-4_GL0122466,Eubacterium,K02027,12223000,1217500,0,0
15000,O2.UC11-2_GL0129767,Dorea,K01812,17586000,4456700,256170000,33429000
15001,MH0250_GL0267545,Bacteroides,COG1629,0,0,0,0
15002,MH0088_GL0024935,Blautia,K01775,124610000,41037000,23522000,0
15003,MH0293_GL0016180,Methanobrevibacter,K01007,98541000,32628000,0,0
15004,V1.CD34-0_GL0070947,Bacteroides,COG1629,25552000,102090000,37897000,0
15005,MH0152_GL0039926,Bacteroides,K00145,499260,0,2850600,44381000
15006,MH0150_GL0126604,Bacteroides,K04043,13788000,0,0,249270000
15007,MH0188_GL0111435,Alistipes,K04043,127330000,435590000,30675000,0
15008,MH0424_GL0083733,Faecalibacterium,K15580,250600000,399020000,29629000,6951800
15009,MH0270_GL0148842,Bacteroides,COG3250,10610000,3426800,0,24478000
15010,O2.UC19-1_GL0064190,Butyricicoccus,K01006,12973000,11491000,2482300,47657000
15011,MH0002_GL0070727,Alistipes,COG0624,0,12146000,0,0
15012,DLF002_GL0012811,Blautia,K00620,0,22752000,0,0
15013,V1.CD27-0_GL0042679,Oscillibacter,K01486,0,78562000,0,13711000
15014,MH0446_GL0010140,Parabacteroides,COG1629,248270000,5519800,3716100,5779900
15015,MH0101_GL0030063,Bacteroides,K01990,0,0,14440000,0
15016,MH0298_GL0026927,Parabacteroides,K02314,5673900,0,0,0
15017,MH0012_GL0232268,Ruminococcus,COG0493,0,18749000,22102000,0
15018,MH0204_GL0138237,Faecalibacterium,K01783,0,8751500,14720000,0
15019,DLM027_GL0033948,Blautia,K10441,2735200000,662510000,522070000,47510000
15020,SZEY-69A_GL0073023,Lachnoclostridium,K00761,0,12534000,1314800,69546000
15021,MH0071_GL0020223,Bacteroides,K00239,25212000,7075700,42792000,0
15022,SZEY-62A_GL0103466,Bacteroides,K03561,647620000,477090000,1923700000,2220000000
15023,MH0011_GL0047671,Bacteroides,K03687,21554000,17515000,0,0
15024,MH0188_GL0108585,Bacteroides,COG4624,44199000,19529000,9126900,30243000
15025,MH0267_GL0024613,Bacteroides,COG4624,0,0,0,38490000
15026,V1.FI06_GL0103439,Bacteroides,COG4624,16787000,5950000,10905000,0
15027,T2D-97A_GL0071255,Bacteroides,COG0318,38684000,0,0,0
15028,V1.UC38-4_GL0170478,Faecalibacterium,COG1638,0,13438000,0,0
15029,T2D-54A_GL0021140,Faecalibacterium,,4609300,0,0,0
15030,MH0375_GL0003393,Bacteroides,COG4206,20812000,8978000,16066000,91760000
15031,MH0098_GL0047195,Parabacteroides,COG1629,61483000,0,16397000,1745300
15032,MH0247_GL0110318,Faecalibacterium,COG2310,0,99003000,0,0
15033,V1.CD21-0_GL0088212,Lachnoclostridium,COG1454,0,22950000,0,26571000
15034,MH0414_GL0078652,Bacteroides,K01206,10515000,0,0,51844000
15035,V1.FI11_GL0039630,Clostridium,K03531,15161000,163300000,42571000,108490000
15036,MH0396_GL0088924,Faecalibacterium,K05795,0,54397000,0,0
15037,T2D-19A_GL0089049,Lachnoclostridium,K01620,0,0,0,17261000
15038,DLF007_GL0028079,Bacteroides,,0,0,0,107340000
15039,MH0418_GL0099099,Bacteroides,COG0388,10617000,61882000,289930000,71188000
15040,MH0016_GL0035851,Parabacteroides,K00240,312680000,2135600,40510000,0
15041,MH0447_GL0292396,Ruminococcus,K02990,124650000,88857000,0,0
15042,159753524-stool2_revised_scaffold20377_1_gene43232,Alistipes,COG1404,7781900,46478000,3768400,2448500
15043,MH0281_GL0087383,Alistipes,COG1404,249450000,482750000,97544000,0
15044,MH0308_GL0068842,Prevotella,K01006,62587000,27447000,0,0
15045,MH0229_GL0092957,Parabacteroides,K02117,45321000,131110000,4979700,12874000
15046,MH0455_GL0046445,Bacteroides,K07223,6368400,0,0,284710000
15047,T2D-6A_GL0015185,Bacteroides,K01868,10083000,329340000,12417000,144380000
15048,MH0028_GL0047841,Bacteroides,K01868,0,0,6868600,27285000
15049,SZEY-30A_GL0003325,Faecalibacterium,K15582,9148900,95612000,7325400,0
15050,MH0212_GL0084034,Oscillibacter,K25067,0,14232000,0,0
15051,T2D-135A_GL0069192,Bacteroides,COG4771,9159000,0,0,0
15052,V1.CD44-4_GL0008112,Bacteroides,K11749,41734000,46924000,10746000,32980000
15053,T2D-109A_GL0073643,Bacteroides,COG2895,4833600,2865800,0,12347000
15054,O2.UC36-1_GL0141490,Bacteroides,COG2895,8951800,0,8447300,6778400
15055,T2D-154A_GL0097772,Alistipes,COG0673,0,69596000,3789400,0
15056,MH0068_GL0003776,Bacteroides,K01206,10966000,0,38758000,21113000
15057,MH0020_GL0056068,Bacteroides,COG1429,0,0,0,16838000
15058,525366.HMPREF0549_0313,Lactobacillus,K00869,0,23371000,33708000,111410000
15059,O2.UC11-2_GL0091563,Coprococcus,K01875,225700000,142300000,133610000,20088000
15060,MH0270_GL0049317,Bacteroides,COG3391,7429800,0,16995000,216670000
15061,T2D-51A_GL0148380,Parabacteroides,K01604,39295000,0,4845900,0
15062,MH0284_GL0096315,Bacteroides,K00134,0,0,0,172770000
15063,MH0424_GL0111442,Bacteroides,K00134,0,0,352690000,853500000
15064,O2.UC20-1_GL0117005,Clostridium,K02990,7323300,0,5233300,0
15065,MH0052_GL0015509,Bacteroides,K01867,23189000,0,87952000,119360000
15066,MH0188_GL0020876,Coprococcus,K01759,0,0,0,0
15067,658655.HMPREF0988_00618,Blautia,K01869,1098300,0,0,9976400
15068,V1.CD14-0_GL0042337,Bacteroides,,0,9853200,0,185690000
15069,T2D-19A_GL0049347,Lachnoclostridium,K10823,0,0,0,36484000
15070,NOM026_GL0062150,Bacteroides,COG2067,91041000,81761000,46285000,71772000
15071,MH0006_GL0189128,Dorea,K10794,24394000,340800000,1879200000,56039000
15072,MH0198_GL0076764,Alistipes,K00351,0,30948000,0,0
15073,MH0003_GL0003131,Bacteroides,COG2605,8249800,5832400,4791600,48388000
15074,T2D-70A_GL0146379,Parabacteroides,K07568,21138000,0,2442000,0
15075,MH0101_GL0043547,Bacteroides,K16089,0,0,32328000,0
15076,MH0004_GL0033557,Bacteroides,K18785,56277000,82336000,557540000,296080000
15077,MH0290_GL0003592,Alistipes,K21571,0,78478000,0,0
15078,MH0234_GL0002631,Bacteroides,,0,0,0,27588000
15079,MH0205_GL0014124,Parabacteroides,K20035,1101700000,1584800000,635320000,863290000
15080,160582958-stool1_revised_scaffold9868_1_gene51289,Bacteroides,K11065,0,0,0,0
15081,MH0239_GL0130590,Tannerella,,0,0,24020000,0
15082,O2.UC17-1_GL0077925,Collinsella,K02945,6957900,120060000,21837000,775920
15083,MH0188_GL0039359,Bifidobacterium,K01915,109590000,780310000,3620000,0
15084,V1.CD25-0_GL0037445,Bifidobacterium,K01915,0,8338700,0,0
15085,O2.UC17-1_GL0133731,Dorea,K01867,3563300,0,8145100,0
15086,MH0131_GL0072349,Bacteroides,COG3871,0,54431000,11229000,0
15087,MH0167_GL0041291,Bacteroides,COG3117,8872200,0,8899800,27752000
15088,MH0288_GL0069669,Prevotella,K00764,121740000,0,0,0
15089,MH0188_GL0095502,Bifidobacterium,K01915,33770000,91298000,5255800,0
15090,MH0013_GL0027472,Bacteroides,,20648000,68898000,85432000,8994500
15091,MH0006_GL0200555,Clostridium,K01867,4860900,13971000,0,0
15092,158479027-stool1_revised_scaffold30034_1_gene5951,Bacteroides,,14535000,0,18012000,0
15093,V1.UC57-0_GL0020734,Ruminococcus,K03111,57262000,24969000,0,0
15094,MH0002_GL0065841,Bacteroides,K03595,96594000,141280000,54472000,24044000
15095,O2.UC6-1_GL0076929,Bacteroides,COG5520,0,13947000,0,0
15096,MH0402_GL0045344,Flavonifractor,K03737,0,0,0,19542000
15097,MH0442_GL0196462,Akkermansia,COG4625,0,5797900,24956000,0
15098,V1.FI31_GL0013259,Parabacteroides,,0,3992600000,0,5385100
15099,763435843-stool1_revised_scaffold864_1_gene68631,Alistipes,,1628800,12542000,1561600,0
15100,MH0108_GL0108976,Sutterella,K20541,11742000,0,10703000,0
15101,MH0382_GL0100238,Oscillibacter,K03783,0,6527100,0,4838300
15102,O2.CD1-0_GL0042734,Fusicatenibacter,K03545,0,22880000,0,0
15103,MH0020_GL0035742,Parabacteroides,COG0457,13438000,7519300,0,0
15104,V1.FI25_GL0065221,Eubacterium,K01006,15468000,0,2548300,0
15105,MH0329_GL0067924,Eubacterium,K01006,6718800,4766900,0,6684100
15106,MH0143_GL0155376,Bacteroides,K01258,0,6075800,0,0
15107,MH0419_GL0163145,Flavonifractor,K02355,0,0,0,8136400
15108,MH0417_GL0055659,Dorea,COG0539,0,0,23550000,0
15109,O2.UC46-1_GL0117957,Dorea,COG0539,0,0,38616000,0
15110,MH0188_GL0052086,Eubacterium,COG0761,35802000,21153000,172210000,10177000
15111,NLM027_GL0003433,Actinomyces,K11381,13179000,0,10218000,10820000
15112,MH0406_GL0012295,Bilophila,COG1139,0,102320000,15757000,15630000
15113,521003.COLINT_02341,Collinsella,,266390000,44183000,252680000,9688200
15114,765074482-stool2_revised_scaffold3238_2_gene112755,Bacteroides,COG2104,27299000,0,0,10960000
15115,MH0068_GL0048268,Bacteroides,COG3534,0,6203600,0,7062500
15116,V1.FI17_GL0141360,Porphyromonas,K02338,34473000,0,0,239270000
15117,MH0227_GL0037154,Alistipes,COG1629,76965000,3643800,14893000,8715500
15118,MH0206_GL0003938,Sutterella,K00254,59083000,2154300,36417000,0
15119,MH0336_GL0029001,Odoribacter,K02338,19360000,17416000,0,5301000
15120,MH0055_GL0001632,Bacteroides,COG3103,0,0,5200400,80571000
15121,MH0002_GL0051542,Alistipes,K03832,0,0,0,0
15122,V1.CD43-0_GL0054280,Alistipes,K03832,52927000,269600000,40465000,0
15123,DLM013_GL0044808,Bacteroides,K01740,232790000,188490000,77049000,2242300000
15124,MH0101_GL0018428,Bacteroides,K01740,0,0,0,6490400
15125,T2D-135A_GL0084285,Bacteroides,K01740,0,28396000,0,84917000
15126,MH0131_GL0145234,Bifidobacterium,K02884,47320000,29368000,4440500,0
15127,MH0162_GL0114097,Bifidobacterium,K02904,6827500,0,0,0
15128,T2D-19A_GL0007292,Lachnoclostridium,COG0561,0,0,0,19440000
15129,MH0321_GL0090580,Bacteroides,K20035,11072000,20990000,12224000,40652000
15130,411901.BACCAC_00549,Bacteroides,COG0457,37060000,13051000,24280000,18304000
15131,MH0446_GL0219355,Dorea,K01875,9454600,0,22125000,0
15132,V1.CD7-0_GL0035379,Lachnoclostridium,K01875,153890000,42559000,0,14573000
15133,MH0088_GL0085591,Blautia,K03217,520610000,218330000,184620000,0
15134,MH0006_GL0121754,Alistipes,,27835000,56647000,0,0
15135,T2D-142A_GL0021649,Bacteroides,COG0457,0,3912500,0,11345000
15136,411476.BACOVA_04105,Bacteroides,COG3325,0,0,0,29110000
15137,O2.UC37-2_GL0040540,Dorea,K03711,0,0,21554000,0
15138,MH0014_GL0051963,Ruminococcus,K01939,21301000,21230000,0,0
15139,MH0012_GL0013659,Catenibacterium,K00266,0,0,0,0
15140,MH0262_GL0164836,Desulfovibrio,K00290,0,0,3359400,0
15141,MH0011_GL0026553,Ruminococcus,K02904,54985000,40147000,0,0
15142,MH0158_GL0083973,Alistipes,,0,166140000,0,0
15143,MH0122_GL0076299,Faecalibacterium,K05833,19778000,253600000,19578000,0
15144,T2D-22A_GL0100299,Faecalibacterium,K05833,0,0,0,0
15145,MH0006_GL0085151,Alistipes,K05995,49770000,181230000,13697000,0
15146,MH0378_GL0093096,Alistipes,K05995,0,0,0,0
15147,MH0378_GL0115692,Bacteroides,K03695,0,0,2737200,0
15148,MH0381_GL0137881,Bacteroides,COG0845,0,27782000,0,0
15149,MH0091_GL0049813,Bacteroides,K01868,0,6189900,0,0
15150,O2.UC44-0_GL0151403,Bacteroides,K01868,0,27943000,1435000,16279000
15151,MH0292_GL0131162,Blautia,K00925,22743000000,12137000000,4669000000,1698000000
15152,MH0016_GL0065249,Bacteroides,,0,3478600,0,20878000
15153,N085A_GL0070852,Bacteroides,K16089,11600000,35901000,0,0
15154,MH0016_GL0082125,Phascolarctobacterium,COG3679,12542000,7912000,76055000,8424600
15155,MH0157_GL0006436,Bacteroides,COG1123,147740000,184270000,83793000,34815000
15156,V1.FI05_GL0030074,Anaerofustis,K00248,0,10581000,0,0
15157,MH0229_GL0143962,Ruminococcus,K00248,0,3207400,0,0
15158,MH0441_GL0003699,Ruminococcus,K00248,0,18776000,0,24856000
15159,V1.FI19_GL0060155,Oscillibacter,K00248,12525000,36031000,0,18204000
15160,O2.UC11-1_GL0166608,Dorea,K00965,28959000,8036300,14993000,0
15161,MH0003_GL0057085,Bacteroides,K13993,6610500,6509500,0,1167200000
15162,MH0058_GL0065456,Bacteroides,K13993,20994000,992060000,77954000,34182000
15163,BGI-34A_GL0067003,Alistipes,COG2334,0,24683000,0,0
15164,MH0203_GL0233672,Adlercreutzia,K02886,0,11144000,0,0
15165,MH0055_GL0035526,Bacteroides,K02114,0,0,0,34963000
15166,MH0073_GL0053835,Bacteroides,,0,6390200,259440000,144280000
15167,N020A_GL0010389,Ruminococcus,K01897,0,23963000,0,0
15168,MH0264_GL0082062,Oscillibacter,K00145,121960000,33354000,21187000,0
15169,MH0039_GL0043808,Bacteroides,K00677,9696200,73797000,5539600,3595200
15170,MH0094_GL0084210,Bacteroides,K03439,0,0,0,0
15171,MH0016_GL0047113,Bacteroides,K00652,1087900000,888640000,526860000,703510000
15172,764062976-stool1_revised_scaffold10722_3_gene4585,Alistipes,K01885,0,10680000,0,0
15173,O2.UC17-1_GL0057877,Roseburia,K15533,4114200000,67494000,5580000,6177900
15174,N044A_GL0017582,Bacteroides,COG1331,4262100,12471000,0,0
15175,N087A_GL0101677,Bacteroides,COG1331,25223000,48187000,0,15083000
15176,T2D-20A_GL0087961,Sutterella,K02520,25687000,0,46230000,0
15177,O2.UC28-0_GL0109664,Alistipes,,37971000,28551000,2643300,0
15178,T2D-19A_GL0107450,Lachnoclostridium,K04759,132430000,56874000,24937000,1687400000
15179,MH0198_GL0079944,Subdoligranulum,COG0822,0,28057000,9113500,6502800
15180,MH0345_GL0067062,Subdoligranulum,COG0822,66947000,1540900000,0,27450000
15181,ED50A_GL0050988,Bifidobacterium,COG3049,0,69504000,0,0
15182,MH0061_GL0010642,Bacteroides,COG4886,11605000,250880000,0,0
15183,MH0002_GL0023648,Alistipes,K00948,0,57312000,0,0
15184,DLM013_GL0002845,Collinsella,K02035,20954000,0,0,0
15185,V1.CD21-4_GL0004849,Lachnoclostridium,COG2079,0,0,0,9454800
15186,NOF010_GL0008883,Bacteroides,K09903,43927000,0,20917000,13794000
15187,MH0006_GL0201405,Clostridium,K05833,3458700,72410000,3171500,2562300
15188,MH0020_GL0032435,Parabacteroides,COG0526,216130000,0,28703000,6820800
15189,T2D-51A_GL0057931,Parabacteroides,COG0526,62425000,0,7082200,0
15190,MH0033_GL0054890,Bacteroides,COG2327,0,60194000,10291000,5189100
15191,O2.UC11-1_GL0011290,Dorea,K00052,7835300,3900100,8568400,0
15192,MH0002_GL0010420,Alistipes,K01322,0,23813000,0,0
15193,MH0094_GL0019217,Bacteroides,,0,0,8578100,0
15194,MH0302_GL0050867,Odoribacter,K02988,39665000,28121000,15256000,0
15195,MH0020_GL0005600,Clostridium,K01733,0,50750000,6448900,21006000
15196,MH0236_GL0101992,Clostridium,K01733,51837000,893570000,110310000,204080000
15197,V1.FI16_GL0115072,Clostridium,K01733,0,63337000,11442000,12232000
15198,MH0074_GL0053454,Bacteroides,COG1629,113650000,28753000,31439000,258980000
15199,V1.FI12_GL0153744,Bacteroides,K01740,14135000,8042800,4702400,836080000
15200,160603188-stool1_revised_C982756_1_gene134254,Bacteroides,,218070000,114250000,319850000,163930000
15201,MH0104_GL0076127,Bacteroides,COG1538,7600400,6244900,0,0
15202,NOF013_GL0078609,Bacteroides,K00281,0,0,0,0
15203,MH0140_GL0044596,Prevotella,K07322,17108000,38582000,0,19410000
15204,T2D-19A_GL0018274,Lachnoclostridium,K01358,0,0,0,41856000
15205,V1.UC4-5_GL0061008,Sutterella,COG3203,7965000,0,0,0
15206,MH0229_GL0170093,Parabacteroides,K01869,0,0,0,8433200
15207,MH0274_GL0049969,Parabacteroides,K01869,19269000,0,0,0
15208,MH0440_GL0106991,Phascolarctobacterium,K07277,0,0,28032000,0
15209,MH0127_GL0010455,Clostridium,K15580,28633000,52631000,2136100,0
15210,V1.FI04_GL0112320,Dorea,K02027,0,0,33145000,0
15211,V1.CD50-0_GL0206450,Clostridium,,0,0,26344000,0
15212,MH0101_GL0069545,Bacteroides,K01197,0,5475000,41755000,27908000
15213,MH0199_GL0015980,Clostridium,COG1638,38257000,16893000,0,21617000
15214,T2D-19A_GL0072970,Lachnoclostridium,COG4991,0,0,4081000,19619000
15215,MH0004_GL0030323,Bacteroides,K12373,0,0,192520000,52423000
15216,T2D-22A_GL0033783,Alistipes,COG0526,0,14185000,0,0
15217,MH0131_GL0117088,Bifidobacterium,K00975,0,23230000,0,0
15218,MH0276_GL0065011,Faecalibacterium,COG1293,7049500,15152000,0,0
15219,MH0013_GL0021019,Bacteroides,K08676,95309000,67386000,30380000,35228000
15220,MH0041_GL0042666,Bacteroides,K08676,0,4275600,5921400,6594400
15221,MH0002_GL0003027,Alistipes,,76630000,348120000,10867000,30103000
15222,O2.UC47-0_GL0002865,Bacteroides,COG3187,10005000,6650700,73765000,45086000
15223,MH0013_GL0031565,Bacteroides,K06871,23587000,20261000,0,1620500
15224,MH0360_GL0045419,Parabacteroides,,47030000,3390000,0,0
15225,NLM016_GL0016058,Prevotella,K02111,314580000,94060000,39720000,0
15226,MH0002_GL0016297,Bacteroides,K02111,419930000,683350000,246190000,289410000
15227,T2D-109A_GL0100129,Bacteroides,K02111,16195000,16182000,0,0
15228,MH0108_GL0012606,Bacteroides,K02111,0,0,0,5441100
15229,V1.UC58-0_GL0046569,Bacteroides,K02111,0,0,0,46667000
15230,T2D-135A_GL0069208,Bacteroides,COG1028,0,11785000,0,7462600
15231,MH0439_GL0162182,Subdoligranulum,K00265,0,68873000,9008800,3593500
15232,MH0138_GL0003413,Prevotella,K01687,126420000,0,0,0
15233,V1.UC5-0_GL0006993,Alistipes,COG4704,3048300,5052700,0,0
15234,V1.FI14_GL0260789,Anaerovibrio,,282450000,275390000,214680000,284260000
15235,T2D-51A_GL0010037,Parabacteroides,K00946,15720000,16548000,0,0
15236,V1.CD36-0_GL0002820,Collinsella,COG1716,10777000,16071000,0,0
15237,V1.CD3-0-PT_GL0072164,Lachnoclostridium,K01740,0,0,10460000,19613000
15238,NOF013_GL0050722,Bacteroides,COG4771,532690000,160880000,87041000,215490000
15239,O2.CD1-0-PT_GL0062462,Collinsella,K03695,0,9750500,0,0
15240,DLF001_GL0015005,Bacteroides,,0,0,233780000,5365100
15241,MH0055_GL0009975,Bacteroides,K21573,0,5328800,0,74778000
15242,O2.UC21-1_GL0089242,Bacteroides,K21573,0,0,0,252680000
15243,MH0245_GL0109428,Bacteroides,COG1629,16956000,46277000,0,0
15244,158337416-stool1_revised_scaffold29327_1_gene92715,Ruminococcus,COG4260,33392000,25201000,0,0
15245,MH0310_GL0105123,Faecalibacterium,K08659,18176000,0,0,0
15246,SZEY-74A_GL0067240,Faecalibacterium,K08659,11224000,32122000,7322100,0
15247,MH0088_GL0062202,Blautia,K01872,94680000,87162000,11487000,0
15248,159227541-stool2_revised_scaffold13048_1_gene95547,Alistipes,,17965000,0,0,0
15249,V1.UC59-0_GL0063296,Bilophila,K00528,0,12822000,0,2287400
15250,457424.BFAG_02536,Bacteroides,K13043,0,0,7669100,0
15251,MH0003_GL0048469,Bacteroides,K13043,0,0,0,67342000
15252,MH0013_GL0037175,Bacteroides,K13043,56570000,20836000,58268000,100050000
15253,MH0250_GL0120952,Bacteroides,K13043,7619900,40541000,6473200,28972000
15254,V1.UC14-0_GL0008879,Bacteroides,K21572,0,0,0,125820000
15255,SZEY-62A_GL0070012,Ruminococcus,K00133,11017000,404510000,40872000,16674000
15256,MH0161_GL0166516,Coprococcus,K01012,0,27236000,0,0
15257,MH0313_GL0008850,Bacteroides,COG4232,0,0,83245000,97423000
15258,MH0131_GL0165305,Collinsella,COG0523,75381000,166180000,19374000,0
15259,MH0177_GL0078611,Blautia,K08302,14235000,0,4818200,0
15260,MH0407_GL0184460,Bacteroides,COG0300,0,8655300,0,0
15261,HT8A_GL0058729,Collinsella,COG3049,59782000,66011000,0,1476200
15262,T2D-135A_GL0089531,Bacteroides,COG0778,137950000,54305000,37110000,58282000
15263,MH0448_GL0064195,Lachnoclostridium,K07576,0,0,0,6987900
15264,ED9A_GL0030837,Ruminococcus,K02906,0,334710000,6139700,0
15265,MH0286_GL0150449,Ruminococcus,K19118,37246000,3668700,0,9778100
15266,V1.UC54-0_GL0212447,Faecalibacterium,K13038,1988000,7849700,0,0
15267,MH0002_GL0028113,Sporolactobacillus,K00763,0,33619000,9978900,0
15268,MH0374_GL0087445,Lachnoclostridium,K22232,6276800,3708900,3189000,158810000
15269,SZEY-07A_GL0000962,Roseburia,K02112,18146000,2992200,0,0
15270,MH0276_GL0011403,Faecalibacterium,K15583,141120000,239110000,135760000,0
15271,MH0063_GL0019545,Prevotella,K00971,64453000,0,0,0
15272,N043A_GL0052330,Bacteroides,COG4912,42093000,35770000,0,8312400
15273,T2D-19A_GL0023671,Lachnoclostridium,K11176,0,3623400,0,40732000
15274,ED13A_GL0052313,Prevotella,K03771,29202000,0,0,0
15275,MH0091_GL0104524,Parabacteroides,COG3537,3392100,0,0,0
15276,MH0339_GL0124734,Faecalibacterium,K17318,0,59842000,0,4055300
15277,159571453-stool2_revised_scaffold8483_1_gene58094,Alistipes,K25026,0,3506600,0,19675000
15278,SZEY-79A_GL0015123,Alistipes,K25026,25609000,91688000,14705000,8368400
15279,MH0094_GL0105771,Bacteroides,COG1409,87377000,19432000,42821000,19388000
15280,MH0402_GL0198658,Bacteroides,COG1409,4527000,0,8601500,49396000
15281,MH0119_GL0123650,Bacteroides,COG4206,6459600,10384000,0,19659000
15282,MH0142_GL0119601,Alistipes,K02837,0,0,0,0
15283,NOM022_GL0015346,Parabacteroides,COG1629,3931900,10969000,0,0
15284,MH0205_GL0063348,Collinsella,K01714,67185000,136580000,0,0
15285,V1.FI15_GL0182913,Bacteroides,COG0673,6954100,0,11461000,373920000
15286,MH0062_GL0028982,Fusicatenibacter,COG1501,30243000,235430000,22225000,0
15287,MH0435_GL0113679,Prevotella,K03340,89224000,4496200,0,71129000
15288,V1.FI20_GL0089082,Clostridium,COG0371,7181600,13072000,0,0
15289,MH0041_GL0048809,Bacteroides,COG4771,0,0,7149800,20298000
